run,type,module,name,attrname,attrvalue,value
General-118-20230714-10:03:33-3340,runattr,,,configname,General,
General-118-20230714-10:03:33-3340,runattr,,,datetime,20230714-10:03:33,
General-118-20230714-10:03:33-3340,runattr,,,datetimef,20230714-100333,
General-118-20230714-10:03:33-3340,runattr,,,experiment,General,
General-118-20230714-10:03:33-3340,runattr,,,inifile,omnetpp.ini,
General-118-20230714-10:03:33-3340,runattr,,,iterationvars,"$0=0.25, $1=1",
General-118-20230714-10:03:33-3340,runattr,,,iterationvarsd,0.25/1,
General-118-20230714-10:03:33-3340,runattr,,,iterationvarsf,"0.25,1-",
General-118-20230714-10:03:33-3340,runattr,,,measurement,"$0=0.25, $1=1",
General-118-20230714-10:03:33-3340,runattr,,,network,Network,
General-118-20230714-10:03:33-3340,runattr,,,processid,3340,
General-118-20230714-10:03:33-3340,runattr,,,repetition,18,
General-118-20230714-10:03:33-3340,runattr,,,replication,#18,
General-118-20230714-10:03:33-3340,runattr,,,resultdir,results,
General-118-20230714-10:03:33-3340,runattr,,,runnumber,118,
General-118-20230714-10:03:33-3340,runattr,,,seedset,118,
General-118-20230714-10:03:33-3340,config,,,sim-time-limit,5000s,
General-118-20230714-10:03:33-3340,config,,,network,Network,
General-118-20230714-10:03:33-3340,config,,,config-recording,all,
General-118-20230714-10:03:33-3340,config,,,repeat,20,
General-118-20230714-10:03:33-3340,config,,,**.scalar-recording,true,
General-118-20230714-10:03:33-3340,config,,,warmup-period,1000s,
General-118-20230714-10:03:33-3340,config,,,**.S1.interArrivalTime,exponential(0.25s),
General-118-20230714-10:03:33-3340,config,,,**.S2.interArrivalTime,exponential(1s),
General-118-20230714-10:03:33-3340,config,,,**.servente.serviceTime,"uniform(0.11s,0.55s)",
General-118-20230714-10:03:33-3340,config,,,**.servente.serviceTime_2,"uniform(0.1s,0.4s)",
General-118-20230714-10:03:33-3340,config,,,**.first.Threshold,10,
General-118-20230714-10:03:33-3340,config,,,**.second.Threshold,3,
General-118-20230714-10:03:33-3340,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-118-20230714-10:03:33-3340,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-118-20230714-10:03:33-3340,config,,,**.first.capacity,10,
General-118-20230714-10:03:33-3340,config,,,**.second.capacity,-1,
General-101-20230714-10:03:32-3280,runattr,,,configname,General,
General-101-20230714-10:03:32-3280,runattr,,,datetime,20230714-10:03:32,
General-101-20230714-10:03:32-3280,runattr,,,datetimef,20230714-100332,
General-101-20230714-10:03:32-3280,runattr,,,experiment,General,
General-101-20230714-10:03:32-3280,runattr,,,inifile,omnetpp.ini,
General-101-20230714-10:03:32-3280,runattr,,,iterationvars,"$0=0.25, $1=1",
General-101-20230714-10:03:32-3280,runattr,,,iterationvarsd,0.25/1,
General-101-20230714-10:03:32-3280,runattr,,,iterationvarsf,"0.25,1-",
General-101-20230714-10:03:32-3280,runattr,,,measurement,"$0=0.25, $1=1",
General-101-20230714-10:03:32-3280,runattr,,,network,Network,
General-101-20230714-10:03:32-3280,runattr,,,processid,3280,
General-101-20230714-10:03:32-3280,runattr,,,repetition,1,
General-101-20230714-10:03:32-3280,runattr,,,replication,#1,
General-101-20230714-10:03:32-3280,runattr,,,resultdir,results,
General-101-20230714-10:03:32-3280,runattr,,,runnumber,101,
General-101-20230714-10:03:32-3280,runattr,,,seedset,101,
General-101-20230714-10:03:32-3280,config,,,sim-time-limit,5000s,
General-101-20230714-10:03:32-3280,config,,,network,Network,
General-101-20230714-10:03:32-3280,config,,,config-recording,all,
General-101-20230714-10:03:32-3280,config,,,repeat,20,
General-101-20230714-10:03:32-3280,config,,,**.scalar-recording,true,
General-101-20230714-10:03:32-3280,config,,,warmup-period,1000s,
General-101-20230714-10:03:32-3280,config,,,**.S1.interArrivalTime,exponential(0.25s),
General-101-20230714-10:03:32-3280,config,,,**.S2.interArrivalTime,exponential(1s),
General-101-20230714-10:03:32-3280,config,,,**.servente.serviceTime,"uniform(0.11s,0.55s)",
General-101-20230714-10:03:32-3280,config,,,**.servente.serviceTime_2,"uniform(0.1s,0.4s)",
General-101-20230714-10:03:32-3280,config,,,**.first.Threshold,10,
General-101-20230714-10:03:32-3280,config,,,**.second.Threshold,3,
General-101-20230714-10:03:32-3280,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-101-20230714-10:03:32-3280,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-101-20230714-10:03:32-3280,config,,,**.first.capacity,10,
General-101-20230714-10:03:32-3280,config,,,**.second.capacity,-1,
General-100-20230714-10:03:32-16032,runattr,,,configname,General,
General-100-20230714-10:03:32-16032,runattr,,,datetime,20230714-10:03:32,
General-100-20230714-10:03:32-16032,runattr,,,datetimef,20230714-100332,
General-100-20230714-10:03:32-16032,runattr,,,experiment,General,
General-100-20230714-10:03:32-16032,runattr,,,inifile,omnetpp.ini,
General-100-20230714-10:03:32-16032,runattr,,,iterationvars,"$0=0.25, $1=1",
General-100-20230714-10:03:32-16032,runattr,,,iterationvarsd,0.25/1,
General-100-20230714-10:03:32-16032,runattr,,,iterationvarsf,"0.25,1-",
General-100-20230714-10:03:32-16032,runattr,,,measurement,"$0=0.25, $1=1",
General-100-20230714-10:03:32-16032,runattr,,,network,Network,
General-100-20230714-10:03:32-16032,runattr,,,processid,16032,
General-100-20230714-10:03:32-16032,runattr,,,repetition,0,
General-100-20230714-10:03:32-16032,runattr,,,replication,#0,
General-100-20230714-10:03:32-16032,runattr,,,resultdir,results,
General-100-20230714-10:03:32-16032,runattr,,,runnumber,100,
General-100-20230714-10:03:32-16032,runattr,,,seedset,100,
General-100-20230714-10:03:32-16032,config,,,sim-time-limit,5000s,
General-100-20230714-10:03:32-16032,config,,,network,Network,
General-100-20230714-10:03:32-16032,config,,,config-recording,all,
General-100-20230714-10:03:32-16032,config,,,repeat,20,
General-100-20230714-10:03:32-16032,config,,,**.scalar-recording,true,
General-100-20230714-10:03:32-16032,config,,,warmup-period,1000s,
General-100-20230714-10:03:32-16032,config,,,**.S1.interArrivalTime,exponential(0.25s),
General-100-20230714-10:03:32-16032,config,,,**.S2.interArrivalTime,exponential(1s),
General-100-20230714-10:03:32-16032,config,,,**.servente.serviceTime,"uniform(0.11s,0.55s)",
General-100-20230714-10:03:32-16032,config,,,**.servente.serviceTime_2,"uniform(0.1s,0.4s)",
General-100-20230714-10:03:32-16032,config,,,**.first.Threshold,10,
General-100-20230714-10:03:32-16032,config,,,**.second.Threshold,3,
General-100-20230714-10:03:32-16032,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-100-20230714-10:03:32-16032,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-100-20230714-10:03:32-16032,config,,,**.first.capacity,10,
General-100-20230714-10:03:32-16032,config,,,**.second.capacity,-1,
General-112-20230714-10:03:33-8116,runattr,,,configname,General,
