run,type,module,name,attrname,attrvalue,value
General-101-20230714-10:07:05-11064,runattr,,,configname,General,
General-101-20230714-10:07:05-11064,runattr,,,datetime,20230714-10:07:05,
General-101-20230714-10:07:05-11064,runattr,,,datetimef,20230714-100705,
General-101-20230714-10:07:05-11064,runattr,,,experiment,General,
General-101-20230714-10:07:05-11064,runattr,,,inifile,omnetpp.ini,
General-101-20230714-10:07:05-11064,runattr,,,iterationvars,"$0=0.25, $1=1",
General-101-20230714-10:07:05-11064,runattr,,,iterationvarsd,0.25/1,
General-101-20230714-10:07:05-11064,runattr,,,iterationvarsf,"0.25,1-",
General-101-20230714-10:07:05-11064,runattr,,,measurement,"$0=0.25, $1=1",
General-101-20230714-10:07:05-11064,runattr,,,network,Network,
General-101-20230714-10:07:05-11064,runattr,,,processid,11064,
General-101-20230714-10:07:05-11064,runattr,,,repetition,1,
General-101-20230714-10:07:05-11064,runattr,,,replication,#1,
General-101-20230714-10:07:05-11064,runattr,,,resultdir,results,
General-101-20230714-10:07:05-11064,runattr,,,runnumber,101,
General-101-20230714-10:07:05-11064,runattr,,,seedset,101,
General-101-20230714-10:07:05-11064,config,,,sim-time-limit,5000s,
General-101-20230714-10:07:05-11064,config,,,network,Network,
General-101-20230714-10:07:05-11064,config,,,config-recording,all,
General-101-20230714-10:07:05-11064,config,,,repeat,20,
General-101-20230714-10:07:05-11064,config,,,**.scalar-recording,true,
General-101-20230714-10:07:05-11064,config,,,**.S1.interArrivalTime,exponential(0.25s),
General-101-20230714-10:07:05-11064,config,,,**.S2.interArrivalTime,exponential(1s),
General-101-20230714-10:07:05-11064,config,,,**.servente.serviceTime,"uniform(0.11s,0.55s)",
General-101-20230714-10:07:05-11064,config,,,**.servente.serviceTime_2,"uniform(0.1s,0.4s)",
General-101-20230714-10:07:05-11064,config,,,**.first.Threshold,10,
General-101-20230714-10:07:05-11064,config,,,**.second.Threshold,3,
General-101-20230714-10:07:05-11064,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-101-20230714-10:07:05-11064,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-101-20230714-10:07:05-11064,config,,,**.first.capacity,10,
General-101-20230714-10:07:05-11064,config,,,**.second.capacity,-1,
General-100-20230714-10:07:05-14988,runattr,,,configname,General,
General-100-20230714-10:07:05-14988,runattr,,,datetime,20230714-10:07:05,
General-100-20230714-10:07:05-14988,runattr,,,datetimef,20230714-100705,
General-100-20230714-10:07:05-14988,runattr,,,experiment,General,
General-100-20230714-10:07:05-14988,runattr,,,inifile,omnetpp.ini,
General-100-20230714-10:07:05-14988,runattr,,,iterationvars,"$0=0.25, $1=1",
General-100-20230714-10:07:05-14988,runattr,,,iterationvarsd,0.25/1,
General-100-20230714-10:07:05-14988,runattr,,,iterationvarsf,"0.25,1-",
General-100-20230714-10:07:05-14988,runattr,,,measurement,"$0=0.25, $1=1",
General-100-20230714-10:07:05-14988,runattr,,,network,Network,
General-100-20230714-10:07:05-14988,runattr,,,processid,14988,
General-100-20230714-10:07:05-14988,runattr,,,repetition,0,
General-100-20230714-10:07:05-14988,runattr,,,replication,#0,
General-100-20230714-10:07:05-14988,runattr,,,resultdir,results,
General-100-20230714-10:07:05-14988,runattr,,,runnumber,100,
