run,type,module,name,attrname,attrvalue,value
General-52-20230714-10:01:32-6812,runattr,,,configname,General,
General-52-20230714-10:01:32-6812,runattr,,,datetime,20230714-10:01:32,
General-52-20230714-10:01:32-6812,runattr,,,datetimef,20230714-100132,
General-52-20230714-10:01:32-6812,runattr,,,experiment,General,
General-52-20230714-10:01:32-6812,runattr,,,inifile,omnetpp.ini,
General-52-20230714-10:01:32-6812,runattr,,,iterationvars,"$0=0.5, $1=0.5",
General-52-20230714-10:01:32-6812,runattr,,,iterationvarsd,0.5/0.5,
General-52-20230714-10:01:32-6812,runattr,,,iterationvarsf,"0.5,0.5-",
General-52-20230714-10:01:32-6812,runattr,,,measurement,"$0=0.5, $1=0.5",
General-52-20230714-10:01:32-6812,runattr,,,network,Network,
General-52-20230714-10:01:32-6812,runattr,,,processid,6812,
General-52-20230714-10:01:32-6812,runattr,,,repetition,12,
General-52-20230714-10:01:32-6812,runattr,,,replication,#12,
General-52-20230714-10:01:32-6812,runattr,,,resultdir,results,
General-52-20230714-10:01:32-6812,runattr,,,runnumber,52,
General-52-20230714-10:01:32-6812,runattr,,,seedset,52,
General-52-20230714-10:01:32-6812,config,,,sim-time-limit,5000s,
General-52-20230714-10:01:32-6812,config,,,network,Network,
General-52-20230714-10:01:32-6812,config,,,config-recording,all,
General-52-20230714-10:01:32-6812,config,,,repeat,20,
General-52-20230714-10:01:32-6812,config,,,**.scalar-recording,true,
General-52-20230714-10:01:32-6812,config,,,warmup-period,1000s,
General-52-20230714-10:01:32-6812,config,,,**.S1.interArrivalTime,exponential(0.5s),
General-52-20230714-10:01:32-6812,config,,,**.S2.interArrivalTime,exponential(0.5s),
General-52-20230714-10:01:32-6812,config,,,**.servente.serviceTime,"uniform(0.22s,0.44s)",
General-52-20230714-10:01:32-6812,config,,,**.servente.serviceTime_2,"uniform(0.2s,0.3s)",
General-52-20230714-10:01:32-6812,config,,,**.first.Threshold,10,
General-52-20230714-10:01:32-6812,config,,,**.second.Threshold,3,
General-52-20230714-10:01:32-6812,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-52-20230714-10:01:32-6812,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-52-20230714-10:01:32-6812,config,,,**.first.capacity,10,
General-52-20230714-10:01:32-6812,config,,,**.second.capacity,-1,
General-53-20230714-10:01:32-11048,runattr,,,configname,General,
General-53-20230714-10:01:32-11048,runattr,,,datetime,20230714-10:01:32,
General-53-20230714-10:01:32-11048,runattr,,,datetimef,20230714-100132,
General-53-20230714-10:01:32-11048,runattr,,,experiment,General,
General-53-20230714-10:01:32-11048,runattr,,,inifile,omnetpp.ini,
General-53-20230714-10:01:32-11048,runattr,,,iterationvars,"$0=0.5, $1=0.5",
General-53-20230714-10:01:32-11048,runattr,,,iterationvarsd,0.5/0.5,
General-53-20230714-10:01:32-11048,runattr,,,iterationvarsf,"0.5,0.5-",
General-53-20230714-10:01:32-11048,runattr,,,measurement,"$0=0.5, $1=0.5",
General-53-20230714-10:01:32-11048,runattr,,,network,Network,
General-53-20230714-10:01:32-11048,runattr,,,processid,11048,
General-53-20230714-10:01:32-11048,runattr,,,repetition,13,
General-53-20230714-10:01:32-11048,runattr,,,replication,#13,
General-53-20230714-10:01:32-11048,runattr,,,resultdir,results,
General-53-20230714-10:01:32-11048,runattr,,,runnumber,53,
General-53-20230714-10:01:32-11048,runattr,,,seedset,53,
General-53-20230714-10:01:32-11048,config,,,sim-time-limit,5000s,
General-53-20230714-10:01:32-11048,config,,,network,Network,
General-53-20230714-10:01:32-11048,config,,,config-recording,all,
General-53-20230714-10:01:32-11048,config,,,repeat,20,
General-53-20230714-10:01:32-11048,config,,,**.scalar-recording,true,
General-53-20230714-10:01:32-11048,config,,,warmup-period,1000s,
General-53-20230714-10:01:32-11048,config,,,**.S1.interArrivalTime,exponential(0.5s),
General-53-20230714-10:01:32-11048,config,,,**.S2.interArrivalTime,exponential(0.5s),
General-53-20230714-10:01:32-11048,config,,,**.servente.serviceTime,"uniform(0.22s,0.44s)",
General-53-20230714-10:01:32-11048,config,,,**.servente.serviceTime_2,"uniform(0.2s,0.3s)",
General-53-20230714-10:01:32-11048,config,,,**.first.Threshold,10,
General-53-20230714-10:01:32-11048,config,,,**.second.Threshold,3,
General-53-20230714-10:01:32-11048,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-53-20230714-10:01:32-11048,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-53-20230714-10:01:32-11048,config,,,**.first.capacity,10,
General-53-20230714-10:01:32-11048,config,,,**.second.capacity,-1,
General-41-20230714-10:01:31-2440,runattr,,,configname,General,
General-41-20230714-10:01:31-2440,runattr,,,datetime,20230714-10:01:31,
