run,type,module,name,attrname,attrvalue,value
General-158-20230714-10:03:36-4808,runattr,,,configname,General,
General-158-20230714-10:03:36-4808,runattr,,,datetime,20230714-10:03:36,
General-158-20230714-10:03:36-4808,runattr,,,datetimef,20230714-100336,
General-158-20230714-10:03:36-4808,runattr,,,experiment,General,
General-158-20230714-10:03:36-4808,runattr,,,inifile,omnetpp.ini,
General-158-20230714-10:03:36-4808,runattr,,,iterationvars,"$0=0.1, $1=1",
General-158-20230714-10:03:36-4808,runattr,,,iterationvarsd,0.1/1,
General-158-20230714-10:03:36-4808,runattr,,,iterationvarsf,"0.1,1-",
General-158-20230714-10:03:36-4808,runattr,,,measurement,"$0=0.1, $1=1",
General-158-20230714-10:03:36-4808,runattr,,,network,Network,
General-158-20230714-10:03:36-4808,runattr,,,processid,4808,
General-158-20230714-10:03:36-4808,runattr,,,repetition,18,
General-158-20230714-10:03:36-4808,runattr,,,replication,#18,
General-158-20230714-10:03:36-4808,runattr,,,resultdir,results,
General-158-20230714-10:03:36-4808,runattr,,,runnumber,158,
General-158-20230714-10:03:36-4808,runattr,,,seedset,158,
General-158-20230714-10:03:36-4808,config,,,sim-time-limit,5000s,
General-158-20230714-10:03:36-4808,config,,,network,Network,
General-158-20230714-10:03:36-4808,config,,,config-recording,all,
General-158-20230714-10:03:36-4808,config,,,repeat,20,
General-158-20230714-10:03:36-4808,config,,,**.scalar-recording,true,
General-158-20230714-10:03:36-4808,config,,,warmup-period,1000s,
General-158-20230714-10:03:36-4808,config,,,**.S1.interArrivalTime,exponential(0.1s),
General-158-20230714-10:03:36-4808,config,,,**.S2.interArrivalTime,exponential(1s),
General-158-20230714-10:03:36-4808,config,,,**.servente.serviceTime,"uniform(0.11s,0.55s)",
General-158-20230714-10:03:36-4808,config,,,**.servente.serviceTime_2,"uniform(0.1s,0.4s)",
General-158-20230714-10:03:36-4808,config,,,**.first.Threshold,10,
General-158-20230714-10:03:36-4808,config,,,**.second.Threshold,3,
General-158-20230714-10:03:36-4808,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-158-20230714-10:03:36-4808,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-158-20230714-10:03:36-4808,config,,,**.first.capacity,10,
General-158-20230714-10:03:36-4808,config,,,**.second.capacity,-1,
General-141-20230714-10:03:35-11440,runattr,,,configname,General,
General-141-20230714-10:03:35-11440,runattr,,,datetime,20230714-10:03:35,
General-141-20230714-10:03:35-11440,runattr,,,datetimef,20230714-100335,
General-141-20230714-10:03:35-11440,runattr,,,experiment,General,
General-141-20230714-10:03:35-11440,runattr,,,inifile,omnetpp.ini,
General-141-20230714-10:03:35-11440,runattr,,,iterationvars,"$0=0.1, $1=1",
General-141-20230714-10:03:35-11440,runattr,,,iterationvarsd,0.1/1,
