run,type,module,name,attrname,attrvalue,value
General-141-20230714-10:07:08-4164,runattr,,,configname,General,
General-141-20230714-10:07:08-4164,runattr,,,datetime,20230714-10:07:08,
General-141-20230714-10:07:08-4164,runattr,,,datetimef,20230714-100708,
General-141-20230714-10:07:08-4164,runattr,,,experiment,General,
General-141-20230714-10:07:08-4164,runattr,,,inifile,omnetpp.ini,
General-141-20230714-10:07:08-4164,runattr,,,iterationvars,"$0=0.1, $1=1",
General-141-20230714-10:07:08-4164,runattr,,,iterationvarsd,0.1/1,
General-141-20230714-10:07:08-4164,runattr,,,iterationvarsf,"0.1,1-",
General-141-20230714-10:07:08-4164,runattr,,,measurement,"$0=0.1, $1=1",
General-141-20230714-10:07:08-4164,runattr,,,network,Network,
General-141-20230714-10:07:08-4164,runattr,,,processid,4164,
General-141-20230714-10:07:08-4164,runattr,,,repetition,1,
General-141-20230714-10:07:08-4164,runattr,,,replication,#1,
General-141-20230714-10:07:08-4164,runattr,,,resultdir,results,
General-141-20230714-10:07:08-4164,runattr,,,runnumber,141,
General-141-20230714-10:07:08-4164,runattr,,,seedset,141,
General-141-20230714-10:07:08-4164,config,,,sim-time-limit,5000s,
General-141-20230714-10:07:08-4164,config,,,network,Network,
General-141-20230714-10:07:08-4164,config,,,config-recording,all,
General-141-20230714-10:07:08-4164,config,,,repeat,20,
General-141-20230714-10:07:08-4164,config,,,**.scalar-recording,true,
General-141-20230714-10:07:08-4164,config,,,**.S1.interArrivalTime,exponential(0.1s),
General-141-20230714-10:07:08-4164,config,,,**.S2.interArrivalTime,exponential(1s),
General-141-20230714-10:07:08-4164,config,,,**.servente.serviceTime,"uniform(0.11s,0.55s)",
General-141-20230714-10:07:08-4164,config,,,**.servente.serviceTime_2,"uniform(0.1s,0.4s)",
General-141-20230714-10:07:08-4164,config,,,**.first.Threshold,10,
General-141-20230714-10:07:08-4164,config,,,**.second.Threshold,3,
General-141-20230714-10:07:08-4164,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-141-20230714-10:07:08-4164,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-141-20230714-10:07:08-4164,config,,,**.first.capacity,10,
General-141-20230714-10:07:08-4164,config,,,**.second.capacity,-1,
General-140-20230714-10:07:08-6028,runattr,,,configname,General,
General-140-20230714-10:07:08-6028,runattr,,,datetime,20230714-10:07:08,
General-140-20230714-10:07:08-6028,runattr,,,datetimef,20230714-100708,
General-140-20230714-10:07:08-6028,runattr,,,experiment,General,
General-140-20230714-10:07:08-6028,runattr,,,inifile,omnetpp.ini,
General-140-20230714-10:07:08-6028,runattr,,,iterationvars,"$0=0.1, $1=1",
General-140-20230714-10:07:08-6028,runattr,,,iterationvarsd,0.1/1,
General-140-20230714-10:07:08-6028,runattr,,,iterationvarsf,"0.1,1-",
General-140-20230714-10:07:08-6028,runattr,,,measurement,"$0=0.1, $1=1",
General-140-20230714-10:07:08-6028,runattr,,,network,Network,
General-140-20230714-10:07:08-6028,runattr,,,processid,6028,
General-140-20230714-10:07:08-6028,runattr,,,repetition,0,
General-140-20230714-10:07:08-6028,runattr,,,replication,#0,
General-140-20230714-10:07:08-6028,runattr,,,resultdir,results,
General-140-20230714-10:07:08-6028,runattr,,,runnumber,140,
General-140-20230714-10:07:08-6028,runattr,,,seedset,140,
General-140-20230714-10:07:08-6028,config,,,sim-time-limit,5000s,
General-140-20230714-10:07:08-6028,config,,,network,Network,
General-140-20230714-10:07:08-6028,config,,,config-recording,all,
General-140-20230714-10:07:08-6028,config,,,repeat,20,
General-140-20230714-10:07:08-6028,config,,,**.scalar-recording,true,
General-140-20230714-10:07:08-6028,config,,,**.S1.interArrivalTime,exponential(0.1s),
General-140-20230714-10:07:08-6028,config,,,**.S2.interArrivalTime,exponential(1s),
General-140-20230714-10:07:08-6028,config,,,**.servente.serviceTime,"uniform(0.11s,0.55s)",
General-140-20230714-10:07:08-6028,config,,,**.servente.serviceTime_2,"uniform(0.1s,0.4s)",
General-140-20230714-10:07:08-6028,config,,,**.first.Threshold,10,
General-140-20230714-10:07:08-6028,config,,,**.second.Threshold,3,
General-140-20230714-10:07:08-6028,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-140-20230714-10:07:08-6028,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-140-20230714-10:07:08-6028,config,,,**.first.capacity,10,
General-140-20230714-10:07:08-6028,config,,,**.second.capacity,-1,
General-152-20230714-10:07:08-14916,runattr,,,configname,General,
General-152-20230714-10:07:08-14916,runattr,,,datetime,20230714-10:07:08,
General-152-20230714-10:07:08-14916,runattr,,,datetimef,20230714-100708,
General-152-20230714-10:07:08-14916,runattr,,,experiment,General,
General-152-20230714-10:07:08-14916,runattr,,,inifile,omnetpp.ini,
General-152-20230714-10:07:08-14916,runattr,,,iterationvars,"$0=0.1, $1=1",
General-152-20230714-10:07:08-14916,runattr,,,iterationvarsd,0.1/1,
General-152-20230714-10:07:08-14916,runattr,,,iterationvarsf,"0.1,1-",
General-152-20230714-10:07:08-14916,runattr,,,measurement,"$0=0.1, $1=1",
General-152-20230714-10:07:08-14916,runattr,,,network,Network,
General-152-20230714-10:07:08-14916,runattr,,,processid,14916,
General-152-20230714-10:07:08-14916,runattr,,,repetition,12,
General-152-20230714-10:07:08-14916,runattr,,,replication,#12,
General-152-20230714-10:07:08-14916,runattr,,,resultdir,results,
General-152-20230714-10:07:08-14916,runattr,,,runnumber,152,
General-152-20230714-10:07:08-14916,runattr,,,seedset,152,
General-152-20230714-10:07:08-14916,config,,,sim-time-limit,5000s,
General-152-20230714-10:07:08-14916,config,,,network,Network,
General-152-20230714-10:07:08-14916,config,,,config-recording,all,
General-152-20230714-10:07:08-14916,config,,,repeat,20,
General-152-20230714-10:07:08-14916,config,,,**.scalar-recording,true,
General-152-20230714-10:07:08-14916,config,,,**.S1.interArrivalTime,exponential(0.1s),
General-152-20230714-10:07:08-14916,config,,,**.S2.interArrivalTime,exponential(1s),
General-152-20230714-10:07:08-14916,config,,,**.servente.serviceTime,"uniform(0.11s,0.55s)",
General-152-20230714-10:07:08-14916,config,,,**.servente.serviceTime_2,"uniform(0.1s,0.4s)",
General-152-20230714-10:07:08-14916,config,,,**.first.Threshold,10,
General-152-20230714-10:07:08-14916,config,,,**.second.Threshold,3,
General-152-20230714-10:07:08-14916,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-152-20230714-10:07:08-14916,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-152-20230714-10:07:08-14916,config,,,**.first.capacity,10,
General-152-20230714-10:07:08-14916,config,,,**.second.capacity,-1,
General-155-20230714-10:07:09-9468,runattr,,,configname,General,
General-155-20230714-10:07:09-9468,runattr,,,datetime,20230714-10:07:09,
General-155-20230714-10:07:09-9468,runattr,,,datetimef,20230714-100709,
General-155-20230714-10:07:09-9468,runattr,,,experiment,General,
General-155-20230714-10:07:09-9468,runattr,,,inifile,omnetpp.ini,
General-155-20230714-10:07:09-9468,runattr,,,iterationvars,"$0=0.1, $1=1",
General-155-20230714-10:07:09-9468,runattr,,,iterationvarsd,0.1/1,
General-155-20230714-10:07:09-9468,runattr,,,iterationvarsf,"0.1,1-",
General-155-20230714-10:07:09-9468,runattr,,,measurement,"$0=0.1, $1=1",
General-155-20230714-10:07:09-9468,runattr,,,network,Network,
General-155-20230714-10:07:09-9468,runattr,,,processid,9468,
General-155-20230714-10:07:09-9468,runattr,,,repetition,15,
General-155-20230714-10:07:09-9468,runattr,,,replication,#15,
General-155-20230714-10:07:09-9468,runattr,,,resultdir,results,
General-155-20230714-10:07:09-9468,runattr,,,runnumber,155,
General-155-20230714-10:07:09-9468,runattr,,,seedset,155,
General-155-20230714-10:07:09-9468,config,,,sim-time-limit,5000s,
General-155-20230714-10:07:09-9468,config,,,network,Network,
General-155-20230714-10:07:09-9468,config,,,config-recording,all,
General-155-20230714-10:07:09-9468,config,,,repeat,20,
General-155-20230714-10:07:09-9468,config,,,**.scalar-recording,true,
General-155-20230714-10:07:09-9468,config,,,**.S1.interArrivalTime,exponential(0.1s),
General-155-20230714-10:07:09-9468,config,,,**.S2.interArrivalTime,exponential(1s),
General-155-20230714-10:07:09-9468,config,,,**.servente.serviceTime,"uniform(0.11s,0.55s)",
General-155-20230714-10:07:09-9468,config,,,**.servente.serviceTime_2,"uniform(0.1s,0.4s)",
General-155-20230714-10:07:09-9468,config,,,**.first.Threshold,10,
General-155-20230714-10:07:09-9468,config,,,**.second.Threshold,3,
General-155-20230714-10:07:09-9468,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-155-20230714-10:07:09-9468,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-155-20230714-10:07:09-9468,config,,,**.first.capacity,10,
General-155-20230714-10:07:09-9468,config,,,**.second.capacity,-1,
General-151-20230714-10:07:08-3172,runattr,,,configname,General,
General-151-20230714-10:07:08-3172,runattr,,,datetime,20230714-10:07:08,
General-151-20230714-10:07:08-3172,runattr,,,datetimef,20230714-100708,
General-151-20230714-10:07:08-3172,runattr,,,experiment,General,
General-151-20230714-10:07:08-3172,runattr,,,inifile,omnetpp.ini,
General-151-20230714-10:07:08-3172,runattr,,,iterationvars,"$0=0.1, $1=1",
General-151-20230714-10:07:08-3172,runattr,,,iterationvarsd,0.1/1,
General-151-20230714-10:07:08-3172,runattr,,,iterationvarsf,"0.1,1-",
General-151-20230714-10:07:08-3172,runattr,,,measurement,"$0=0.1, $1=1",
General-151-20230714-10:07:08-3172,runattr,,,network,Network,
General-151-20230714-10:07:08-3172,runattr,,,processid,3172,
General-151-20230714-10:07:08-3172,runattr,,,repetition,11,
General-151-20230714-10:07:08-3172,runattr,,,replication,#11,
General-151-20230714-10:07:08-3172,runattr,,,resultdir,results,
General-151-20230714-10:07:08-3172,runattr,,,runnumber,151,
General-151-20230714-10:07:08-3172,runattr,,,seedset,151,
General-151-20230714-10:07:08-3172,config,,,sim-time-limit,5000s,
General-151-20230714-10:07:08-3172,config,,,network,Network,
General-151-20230714-10:07:08-3172,config,,,config-recording,all,
General-151-20230714-10:07:08-3172,config,,,repeat,20,
General-151-20230714-10:07:08-3172,config,,,**.scalar-recording,true,
General-151-20230714-10:07:08-3172,config,,,**.S1.interArrivalTime,exponential(0.1s),
General-151-20230714-10:07:08-3172,config,,,**.S2.interArrivalTime,exponential(1s),
General-151-20230714-10:07:08-3172,config,,,**.servente.serviceTime,"uniform(0.11s,0.55s)",
General-151-20230714-10:07:08-3172,config,,,**.servente.serviceTime_2,"uniform(0.1s,0.4s)",
General-151-20230714-10:07:08-3172,config,,,**.first.Threshold,10,
