run,type,module,name,attrname,attrvalue,value
General-41-20230714-10:07:01-14068,runattr,,,configname,General,
General-41-20230714-10:07:01-14068,runattr,,,datetime,20230714-10:07:01,
General-41-20230714-10:07:01-14068,runattr,,,datetimef,20230714-100701,
General-41-20230714-10:07:01-14068,runattr,,,experiment,General,
General-41-20230714-10:07:01-14068,runattr,,,inifile,omnetpp.ini,
General-41-20230714-10:07:01-14068,runattr,,,iterationvars,"$0=0.5, $1=0.5",
General-41-20230714-10:07:01-14068,runattr,,,iterationvarsd,0.5/0.5,
General-41-20230714-10:07:01-14068,runattr,,,iterationvarsf,"0.5,0.5-",
General-41-20230714-10:07:01-14068,runattr,,,measurement,"$0=0.5, $1=0.5",
General-41-20230714-10:07:01-14068,runattr,,,network,Network,
General-41-20230714-10:07:01-14068,runattr,,,processid,14068,
General-41-20230714-10:07:01-14068,runattr,,,repetition,1,
General-41-20230714-10:07:01-14068,runattr,,,replication,#1,
General-41-20230714-10:07:01-14068,runattr,,,resultdir,results,
General-41-20230714-10:07:01-14068,runattr,,,runnumber,41,
General-41-20230714-10:07:01-14068,runattr,,,seedset,41,
General-41-20230714-10:07:01-14068,config,,,sim-time-limit,5000s,
General-41-20230714-10:07:01-14068,config,,,network,Network,
General-41-20230714-10:07:01-14068,config,,,config-recording,all,
General-41-20230714-10:07:01-14068,config,,,repeat,20,
General-41-20230714-10:07:01-14068,config,,,**.scalar-recording,true,
General-41-20230714-10:07:01-14068,config,,,**.S1.interArrivalTime,exponential(0.5s),
General-41-20230714-10:07:01-14068,config,,,**.S2.interArrivalTime,exponential(0.5s),
General-41-20230714-10:07:01-14068,config,,,**.servente.serviceTime,"uniform(0.11s,0.55s)",
General-41-20230714-10:07:01-14068,config,,,**.servente.serviceTime_2,"uniform(0.1s,0.4s)",
General-41-20230714-10:07:01-14068,config,,,**.first.Threshold,10,
General-41-20230714-10:07:01-14068,config,,,**.second.Threshold,3,
General-41-20230714-10:07:01-14068,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
