run,type,module,name,attrname,attrvalue,value
General-5-20230714-10:01:29-11528,runattr,,,configname,General,
General-5-20230714-10:01:29-11528,runattr,,,datetime,20230714-10:01:29,
General-5-20230714-10:01:29-11528,runattr,,,datetimef,20230714-100129,
General-5-20230714-10:01:29-11528,runattr,,,experiment,General,
General-5-20230714-10:01:29-11528,runattr,,,inifile,omnetpp.ini,
General-5-20230714-10:01:29-11528,runattr,,,iterationvars,"$0=1.0, $1=0.5",
General-5-20230714-10:01:29-11528,runattr,,,iterationvarsd,1.0/0.5,
General-5-20230714-10:01:29-11528,runattr,,,iterationvarsf,"1.0,0.5-",
General-5-20230714-10:01:29-11528,runattr,,,measurement,"$0=1.0, $1=0.5",
General-5-20230714-10:01:29-11528,runattr,,,network,Network,
General-5-20230714-10:01:29-11528,runattr,,,processid,11528,
General-5-20230714-10:01:29-11528,runattr,,,repetition,5,
General-5-20230714-10:01:29-11528,runattr,,,replication,#5,
General-5-20230714-10:01:29-11528,runattr,,,resultdir,results,
General-5-20230714-10:01:29-11528,runattr,,,runnumber,5,
General-5-20230714-10:01:29-11528,runattr,,,seedset,5,
General-5-20230714-10:01:29-11528,config,,,sim-time-limit,5000s,
General-5-20230714-10:01:29-11528,config,,,network,Network,
General-5-20230714-10:01:29-11528,config,,,config-recording,all,
General-5-20230714-10:01:29-11528,config,,,repeat,20,
General-5-20230714-10:01:29-11528,config,,,**.scalar-recording,true,
General-5-20230714-10:01:29-11528,config,,,warmup-period,1000s,
General-5-20230714-10:01:29-11528,config,,,**.S1.interArrivalTime,exponential(1.0s),
General-5-20230714-10:01:29-11528,config,,,**.S2.interArrivalTime,exponential(0.5s),
General-5-20230714-10:01:29-11528,config,,,**.servente.serviceTime,"uniform(0.22s,0.44s)",
General-5-20230714-10:01:29-11528,config,,,**.servente.serviceTime_2,"uniform(0.2s,0.3s)",
General-5-20230714-10:01:29-11528,config,,,**.first.Threshold,10,
General-5-20230714-10:01:29-11528,config,,,**.second.Threshold,3,
General-5-20230714-10:01:29-11528,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-5-20230714-10:01:29-11528,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-5-20230714-10:01:29-11528,config,,,**.first.capacity,10,
General-5-20230714-10:01:29-11528,config,,,**.second.capacity,-1,
General-1-20230714-10:01:29-13232,runattr,,,configname,General,
General-1-20230714-10:01:29-13232,runattr,,,datetime,20230714-10:01:29,
General-1-20230714-10:01:29-13232,runattr,,,datetimef,20230714-100129,
General-1-20230714-10:01:29-13232,runattr,,,experiment,General,
General-1-20230714-10:01:29-13232,runattr,,,inifile,omnetpp.ini,
General-1-20230714-10:01:29-13232,runattr,,,iterationvars,"$0=1.0, $1=0.5",
General-1-20230714-10:01:29-13232,runattr,,,iterationvarsd,1.0/0.5,
