run,type,module,name,attrname,attrvalue,value
General-61-20230714-10:07:02-8380,runattr,,,configname,General,
General-61-20230714-10:07:02-8380,runattr,,,datetime,20230714-10:07:02,
General-61-20230714-10:07:02-8380,runattr,,,datetimef,20230714-100702,
General-61-20230714-10:07:02-8380,runattr,,,experiment,General,
General-61-20230714-10:07:02-8380,runattr,,,inifile,omnetpp.ini,
General-61-20230714-10:07:02-8380,runattr,,,iterationvars,"$0=0.5, $1=1",
General-61-20230714-10:07:02-8380,runattr,,,iterationvarsd,0.5/1,
General-61-20230714-10:07:02-8380,runattr,,,iterationvarsf,"0.5,1-",
General-61-20230714-10:07:02-8380,runattr,,,measurement,"$0=0.5, $1=1",
General-61-20230714-10:07:02-8380,runattr,,,network,Network,
General-61-20230714-10:07:02-8380,runattr,,,processid,8380,
General-61-20230714-10:07:02-8380,runattr,,,repetition,1,
General-61-20230714-10:07:02-8380,runattr,,,replication,#1,
General-61-20230714-10:07:02-8380,runattr,,,resultdir,results,
General-61-20230714-10:07:02-8380,runattr,,,runnumber,61,
General-61-20230714-10:07:02-8380,runattr,,,seedset,61,
General-61-20230714-10:07:02-8380,config,,,sim-time-limit,5000s,
General-61-20230714-10:07:02-8380,config,,,network,Network,
General-61-20230714-10:07:02-8380,config,,,config-recording,all,
General-61-20230714-10:07:02-8380,config,,,repeat,20,
General-61-20230714-10:07:02-8380,config,,,**.scalar-recording,true,
General-61-20230714-10:07:02-8380,config,,,**.S1.interArrivalTime,exponential(0.5s),
General-61-20230714-10:07:02-8380,config,,,**.S2.interArrivalTime,exponential(1s),
General-61-20230714-10:07:02-8380,config,,,**.servente.serviceTime,"uniform(0.11s,0.55s)",
General-61-20230714-10:07:02-8380,config,,,**.servente.serviceTime_2,"uniform(0.1s,0.4s)",
General-61-20230714-10:07:02-8380,config,,,**.first.Threshold,10,
General-61-20230714-10:07:02-8380,config,,,**.second.Threshold,3,
General-61-20230714-10:07:02-8380,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-61-20230714-10:07:02-8380,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-61-20230714-10:07:02-8380,config,,,**.first.capacity,10,
General-61-20230714-10:07:02-8380,config,,,**.second.capacity,-1,
General-60-20230714-10:07:02-12584,runattr,,,configname,General,
General-60-20230714-10:07:02-12584,runattr,,,datetime,20230714-10:07:02,
General-60-20230714-10:07:02-12584,runattr,,,datetimef,20230714-100702,
General-60-20230714-10:07:02-12584,runattr,,,experiment,General,
General-60-20230714-10:07:02-12584,runattr,,,inifile,omnetpp.ini,
General-60-20230714-10:07:02-12584,runattr,,,iterationvars,"$0=0.5, $1=1",
General-60-20230714-10:07:02-12584,runattr,,,iterationvarsd,0.5/1,
General-60-20230714-10:07:02-12584,runattr,,,iterationvarsf,"0.5,1-",
General-60-20230714-10:07:02-12584,runattr,,,measurement,"$0=0.5, $1=1",
General-60-20230714-10:07:02-12584,runattr,,,network,Network,
