run,type,module,name,attrname,attrvalue,value
General-121-20230714-10:07:06-7160,runattr,,,configname,General,
General-121-20230714-10:07:06-7160,runattr,,,datetime,20230714-10:07:06,
General-121-20230714-10:07:06-7160,runattr,,,datetimef,20230714-100706,
General-121-20230714-10:07:06-7160,runattr,,,experiment,General,
General-121-20230714-10:07:06-7160,runattr,,,inifile,omnetpp.ini,
General-121-20230714-10:07:06-7160,runattr,,,iterationvars,"$0=0.1, $1=0.5",
General-121-20230714-10:07:06-7160,runattr,,,iterationvarsd,0.1/0.5,
General-121-20230714-10:07:06-7160,runattr,,,iterationvarsf,"0.1,0.5-",
General-121-20230714-10:07:06-7160,runattr,,,measurement,"$0=0.1, $1=0.5",
General-121-20230714-10:07:06-7160,runattr,,,network,Network,
General-121-20230714-10:07:06-7160,runattr,,,processid,7160,
General-121-20230714-10:07:06-7160,runattr,,,repetition,1,
General-121-20230714-10:07:06-7160,runattr,,,replication,#1,
General-121-20230714-10:07:06-7160,runattr,,,resultdir,results,
General-121-20230714-10:07:06-7160,runattr,,,runnumber,121,
General-121-20230714-10:07:06-7160,runattr,,,seedset,121,
General-121-20230714-10:07:06-7160,config,,,sim-time-limit,5000s,
General-121-20230714-10:07:06-7160,config,,,network,Network,
General-121-20230714-10:07:06-7160,config,,,config-recording,all,
General-121-20230714-10:07:06-7160,config,,,repeat,20,
General-121-20230714-10:07:06-7160,config,,,**.scalar-recording,true,
General-121-20230714-10:07:06-7160,config,,,**.S1.interArrivalTime,exponential(0.1s),
General-121-20230714-10:07:06-7160,config,,,**.S2.interArrivalTime,exponential(0.5s),
General-121-20230714-10:07:06-7160,config,,,**.servente.serviceTime,"uniform(0.11s,0.55s)",
General-121-20230714-10:07:06-7160,config,,,**.servente.serviceTime_2,"uniform(0.1s,0.4s)",
General-121-20230714-10:07:06-7160,config,,,**.first.Threshold,10,
General-121-20230714-10:07:06-7160,config,,,**.second.Threshold,3,
General-121-20230714-10:07:06-7160,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
