run,type,module,name,attrname,attrvalue,value
General-198-20230714-10:03:40-14068,runattr,,,configname,General,
General-198-20230714-10:03:40-14068,runattr,,,datetime,20230714-10:03:40,
General-198-20230714-10:03:40-14068,runattr,,,datetimef,20230714-100340,
General-198-20230714-10:03:40-14068,runattr,,,experiment,General,
General-198-20230714-10:03:40-14068,runattr,,,inifile,omnetpp.ini,
General-198-20230714-10:03:40-14068,runattr,,,iterationvars,"$0=0.05, $1=1",
General-198-20230714-10:03:40-14068,runattr,,,iterationvarsd,0.05/1,
General-198-20230714-10:03:40-14068,runattr,,,iterationvarsf,"0.05,1-",
General-198-20230714-10:03:40-14068,runattr,,,measurement,"$0=0.05, $1=1",
General-198-20230714-10:03:40-14068,runattr,,,network,Network,
General-198-20230714-10:03:40-14068,runattr,,,processid,14068,
General-198-20230714-10:03:40-14068,runattr,,,repetition,18,
General-198-20230714-10:03:40-14068,runattr,,,replication,#18,
General-198-20230714-10:03:40-14068,runattr,,,resultdir,results,
General-198-20230714-10:03:40-14068,runattr,,,runnumber,198,
General-198-20230714-10:03:40-14068,runattr,,,seedset,198,
General-198-20230714-10:03:40-14068,config,,,sim-time-limit,5000s,
General-198-20230714-10:03:40-14068,config,,,network,Network,
General-198-20230714-10:03:40-14068,config,,,config-recording,all,
General-198-20230714-10:03:40-14068,config,,,repeat,20,
General-198-20230714-10:03:40-14068,config,,,**.scalar-recording,true,
General-198-20230714-10:03:40-14068,config,,,warmup-period,1000s,
General-198-20230714-10:03:40-14068,config,,,**.S1.interArrivalTime,exponential(0.05s),
General-198-20230714-10:03:40-14068,config,,,**.S2.interArrivalTime,exponential(1s),
General-198-20230714-10:03:40-14068,config,,,**.servente.serviceTime,"uniform(0.11s,0.55s)",
General-198-20230714-10:03:40-14068,config,,,**.servente.serviceTime_2,"uniform(0.1s,0.4s)",
General-198-20230714-10:03:40-14068,config,,,**.first.Threshold,10,
General-198-20230714-10:03:40-14068,config,,,**.second.Threshold,3,
General-198-20230714-10:03:40-14068,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-198-20230714-10:03:40-14068,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-198-20230714-10:03:40-14068,config,,,**.first.capacity,10,
General-198-20230714-10:03:40-14068,config,,,**.second.capacity,-1,
General-181-20230714-10:03:38-1392,runattr,,,configname,General,
General-181-20230714-10:03:38-1392,runattr,,,datetime,20230714-10:03:38,
General-181-20230714-10:03:38-1392,runattr,,,datetimef,20230714-100338,
General-181-20230714-10:03:38-1392,runattr,,,experiment,General,
General-181-20230714-10:03:38-1392,runattr,,,inifile,omnetpp.ini,
General-181-20230714-10:03:38-1392,runattr,,,iterationvars,"$0=0.05, $1=1",
General-181-20230714-10:03:38-1392,runattr,,,iterationvarsd,0.05/1,
General-181-20230714-10:03:38-1392,runattr,,,iterationvarsf,"0.05,1-",
General-181-20230714-10:03:38-1392,runattr,,,measurement,"$0=0.05, $1=1",
General-181-20230714-10:03:38-1392,runattr,,,network,Network,
General-181-20230714-10:03:38-1392,runattr,,,processid,1392,
General-181-20230714-10:03:38-1392,runattr,,,repetition,1,
General-181-20230714-10:03:38-1392,runattr,,,replication,#1,
General-181-20230714-10:03:38-1392,runattr,,,resultdir,results,
General-181-20230714-10:03:38-1392,runattr,,,runnumber,181,
General-181-20230714-10:03:38-1392,runattr,,,seedset,181,
General-181-20230714-10:03:38-1392,config,,,sim-time-limit,5000s,
General-181-20230714-10:03:38-1392,config,,,network,Network,
General-181-20230714-10:03:38-1392,config,,,config-recording,all,
General-181-20230714-10:03:38-1392,config,,,repeat,20,
General-181-20230714-10:03:38-1392,config,,,**.scalar-recording,true,
General-181-20230714-10:03:38-1392,config,,,warmup-period,1000s,
General-181-20230714-10:03:38-1392,config,,,**.S1.interArrivalTime,exponential(0.05s),
General-181-20230714-10:03:38-1392,config,,,**.S2.interArrivalTime,exponential(1s),
General-181-20230714-10:03:38-1392,config,,,**.servente.serviceTime,"uniform(0.11s,0.55s)",
General-181-20230714-10:03:38-1392,config,,,**.servente.serviceTime_2,"uniform(0.1s,0.4s)",
General-181-20230714-10:03:38-1392,config,,,**.first.Threshold,10,
General-181-20230714-10:03:38-1392,config,,,**.second.Threshold,3,
General-181-20230714-10:03:38-1392,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-181-20230714-10:03:38-1392,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-181-20230714-10:03:38-1392,config,,,**.first.capacity,10,
General-181-20230714-10:03:38-1392,config,,,**.second.capacity,-1,
General-180-20230714-10:03:38-12640,runattr,,,configname,General,
General-180-20230714-10:03:38-12640,runattr,,,datetime,20230714-10:03:38,
General-180-20230714-10:03:38-12640,runattr,,,datetimef,20230714-100338,
General-180-20230714-10:03:38-12640,runattr,,,experiment,General,
General-180-20230714-10:03:38-12640,runattr,,,inifile,omnetpp.ini,
General-180-20230714-10:03:38-12640,runattr,,,iterationvars,"$0=0.05, $1=1",
General-180-20230714-10:03:38-12640,runattr,,,iterationvarsd,0.05/1,
General-180-20230714-10:03:38-12640,runattr,,,iterationvarsf,"0.05,1-",
General-180-20230714-10:03:38-12640,runattr,,,measurement,"$0=0.05, $1=1",
General-180-20230714-10:03:38-12640,runattr,,,network,Network,
General-180-20230714-10:03:38-12640,runattr,,,processid,12640,
General-180-20230714-10:03:38-12640,runattr,,,repetition,0,
General-180-20230714-10:03:38-12640,runattr,,,replication,#0,
General-180-20230714-10:03:38-12640,runattr,,,resultdir,results,
General-180-20230714-10:03:38-12640,runattr,,,runnumber,180,
General-180-20230714-10:03:38-12640,runattr,,,seedset,180,
General-180-20230714-10:03:38-12640,config,,,sim-time-limit,5000s,
