run,type,module,name,attrname,attrvalue,value
General-1-20230714-10:07:00-14084,runattr,,,configname,General,
General-1-20230714-10:07:00-14084,runattr,,,datetime,20230714-10:07:00,
General-1-20230714-10:07:00-14084,runattr,,,datetimef,20230714-100700,
General-1-20230714-10:07:00-14084,runattr,,,experiment,General,
General-1-20230714-10:07:00-14084,runattr,,,inifile,omnetpp.ini,
General-1-20230714-10:07:00-14084,runattr,,,iterationvars,"$0=1.0, $1=0.5",
General-1-20230714-10:07:00-14084,runattr,,,iterationvarsd,1.0/0.5,
General-1-20230714-10:07:00-14084,runattr,,,iterationvarsf,"1.0,0.5-",
General-1-20230714-10:07:00-14084,runattr,,,measurement,"$0=1.0, $1=0.5",
General-1-20230714-10:07:00-14084,runattr,,,network,Network,
General-1-20230714-10:07:00-14084,runattr,,,processid,14084,
General-1-20230714-10:07:00-14084,runattr,,,repetition,1,
General-1-20230714-10:07:00-14084,runattr,,,replication,#1,
General-1-20230714-10:07:00-14084,runattr,,,resultdir,results,
General-1-20230714-10:07:00-14084,runattr,,,runnumber,1,
General-1-20230714-10:07:00-14084,runattr,,,seedset,1,
General-1-20230714-10:07:00-14084,config,,,sim-time-limit,5000s,
General-1-20230714-10:07:00-14084,config,,,network,Network,
General-1-20230714-10:07:00-14084,config,,,config-recording,all,
General-1-20230714-10:07:00-14084,config,,,repeat,20,
General-1-20230714-10:07:00-14084,config,,,**.scalar-recording,true,
General-1-20230714-10:07:00-14084,config,,,**.S1.interArrivalTime,exponential(1.0s),
General-1-20230714-10:07:00-14084,config,,,**.S2.interArrivalTime,exponential(0.5s),
General-1-20230714-10:07:00-14084,config,,,**.servente.serviceTime,"uniform(0.11s,0.55s)",
General-1-20230714-10:07:00-14084,config,,,**.servente.serviceTime_2,"uniform(0.1s,0.4s)",
General-1-20230714-10:07:00-14084,config,,,**.first.Threshold,10,
General-1-20230714-10:07:00-14084,config,,,**.second.Threshold,3,
General-1-20230714-10:07:00-14084,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-1-20230714-10:07:00-14084,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-1-20230714-10:07:00-14084,config,,,**.first.capacity,10,
General-1-20230714-10:07:00-14084,config,,,**.second.capacity,-1,
General-10-20230714-10:07:00-10836,runattr,,,configname,General,
General-10-20230714-10:07:00-10836,runattr,,,datetime,20230714-10:07:00,
General-10-20230714-10:07:00-10836,runattr,,,datetimef,20230714-100700,
General-10-20230714-10:07:00-10836,runattr,,,experiment,General,
General-10-20230714-10:07:00-10836,runattr,,,inifile,omnetpp.ini,
General-10-20230714-10:07:00-10836,runattr,,,iterationvars,"$0=1.0, $1=0.5",
