run,type,module,name,attrname,attrvalue,value
General-141-20230714-10:01:37-9368,runattr,,,configname,General,
General-141-20230714-10:01:37-9368,runattr,,,datetime,20230714-10:01:37,
General-141-20230714-10:01:37-9368,runattr,,,datetimef,20230714-100137,
General-141-20230714-10:01:37-9368,runattr,,,experiment,General,
General-141-20230714-10:01:37-9368,runattr,,,inifile,omnetpp.ini,
General-141-20230714-10:01:37-9368,runattr,,,iterationvars,"$0=0.28, $1=0.66",
General-141-20230714-10:01:37-9368,runattr,,,iterationvarsd,0.28/0.66,
General-141-20230714-10:01:37-9368,runattr,,,iterationvarsf,"0.28,0.66-",
General-141-20230714-10:01:37-9368,runattr,,,measurement,"$0=0.28, $1=0.66",
General-141-20230714-10:01:37-9368,runattr,,,network,Network,
General-141-20230714-10:01:37-9368,runattr,,,processid,9368,
General-141-20230714-10:01:37-9368,runattr,,,repetition,1,
General-141-20230714-10:01:37-9368,runattr,,,replication,#1,
General-141-20230714-10:01:37-9368,runattr,,,resultdir,results,
General-141-20230714-10:01:37-9368,runattr,,,runnumber,141,
General-141-20230714-10:01:37-9368,runattr,,,seedset,141,
General-141-20230714-10:01:37-9368,config,,,sim-time-limit,5000s,
General-141-20230714-10:01:37-9368,config,,,network,Network,
General-141-20230714-10:01:37-9368,config,,,config-recording,all,
General-141-20230714-10:01:37-9368,config,,,repeat,20,
General-141-20230714-10:01:37-9368,config,,,**.scalar-recording,true,
General-141-20230714-10:01:37-9368,config,,,warmup-period,1000s,
General-141-20230714-10:01:37-9368,config,,,**.S1.interArrivalTime,exponential(0.28s),
General-141-20230714-10:01:37-9368,config,,,**.S2.interArrivalTime,exponential(0.66s),
General-141-20230714-10:01:37-9368,config,,,**.servente.serviceTime,"uniform(0.22s,0.44s)",
General-141-20230714-10:01:37-9368,config,,,**.servente.serviceTime_2,"uniform(0.2s,0.3s)",
General-141-20230714-10:01:37-9368,config,,,**.first.Threshold,10,
General-141-20230714-10:01:37-9368,config,,,**.second.Threshold,3,
General-141-20230714-10:01:37-9368,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-141-20230714-10:01:37-9368,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-141-20230714-10:01:37-9368,config,,,**.first.capacity,10,
General-141-20230714-10:01:37-9368,config,,,**.second.capacity,-1,
General-153-20230714-10:01:38-9824,runattr,,,configname,General,
General-153-20230714-10:01:38-9824,runattr,,,datetime,20230714-10:01:38,
General-153-20230714-10:01:38-9824,runattr,,,datetimef,20230714-100138,
General-153-20230714-10:01:38-9824,runattr,,,experiment,General,
General-153-20230714-10:01:38-9824,runattr,,,inifile,omnetpp.ini,
General-153-20230714-10:01:38-9824,runattr,,,iterationvars,"$0=0.28, $1=0.66",
General-153-20230714-10:01:38-9824,runattr,,,iterationvarsd,0.28/0.66,
General-153-20230714-10:01:38-9824,runattr,,,iterationvarsf,"0.28,0.66-",
General-153-20230714-10:01:38-9824,runattr,,,measurement,"$0=0.28, $1=0.66",
General-153-20230714-10:01:38-9824,runattr,,,network,Network,
General-153-20230714-10:01:38-9824,runattr,,,processid,9824,
General-153-20230714-10:01:38-9824,runattr,,,repetition,13,
General-153-20230714-10:01:38-9824,runattr,,,replication,#13,
General-153-20230714-10:01:38-9824,runattr,,,resultdir,results,
General-153-20230714-10:01:38-9824,runattr,,,runnumber,153,
General-153-20230714-10:01:38-9824,runattr,,,seedset,153,
General-153-20230714-10:01:38-9824,config,,,sim-time-limit,5000s,
General-153-20230714-10:01:38-9824,config,,,network,Network,
General-153-20230714-10:01:38-9824,config,,,config-recording,all,
General-153-20230714-10:01:38-9824,config,,,repeat,20,
General-153-20230714-10:01:38-9824,config,,,**.scalar-recording,true,
General-153-20230714-10:01:38-9824,config,,,warmup-period,1000s,
General-153-20230714-10:01:38-9824,config,,,**.S1.interArrivalTime,exponential(0.28s),
General-153-20230714-10:01:38-9824,config,,,**.S2.interArrivalTime,exponential(0.66s),
General-153-20230714-10:01:38-9824,config,,,**.servente.serviceTime,"uniform(0.22s,0.44s)",
General-153-20230714-10:01:38-9824,config,,,**.servente.serviceTime_2,"uniform(0.2s,0.3s)",
General-153-20230714-10:01:38-9824,config,,,**.first.Threshold,10,
General-153-20230714-10:01:38-9824,config,,,**.second.Threshold,3,
General-153-20230714-10:01:38-9824,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-153-20230714-10:01:38-9824,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-153-20230714-10:01:38-9824,config,,,**.first.capacity,10,
General-153-20230714-10:01:38-9824,config,,,**.second.capacity,-1,
General-155-20230714-10:01:38-14200,runattr,,,configname,General,
General-155-20230714-10:01:38-14200,runattr,,,datetime,20230714-10:01:38,
General-155-20230714-10:01:38-14200,runattr,,,datetimef,20230714-100138,
General-155-20230714-10:01:38-14200,runattr,,,experiment,General,
General-155-20230714-10:01:38-14200,runattr,,,inifile,omnetpp.ini,
General-155-20230714-10:01:38-14200,runattr,,,iterationvars,"$0=0.28, $1=0.66",
General-155-20230714-10:01:38-14200,runattr,,,iterationvarsd,0.28/0.66,
General-155-20230714-10:01:38-14200,runattr,,,iterationvarsf,"0.28,0.66-",
General-155-20230714-10:01:38-14200,runattr,,,measurement,"$0=0.28, $1=0.66",
General-155-20230714-10:01:38-14200,runattr,,,network,Network,
General-155-20230714-10:01:38-14200,runattr,,,processid,14200,
General-155-20230714-10:01:38-14200,runattr,,,repetition,15,
General-155-20230714-10:01:38-14200,runattr,,,replication,#15,
General-155-20230714-10:01:38-14200,runattr,,,resultdir,results,
General-155-20230714-10:01:38-14200,runattr,,,runnumber,155,
General-155-20230714-10:01:38-14200,runattr,,,seedset,155,
General-155-20230714-10:01:38-14200,config,,,sim-time-limit,5000s,
General-155-20230714-10:01:38-14200,config,,,network,Network,
General-155-20230714-10:01:38-14200,config,,,config-recording,all,
General-155-20230714-10:01:38-14200,config,,,repeat,20,
General-155-20230714-10:01:38-14200,config,,,**.scalar-recording,true,
General-155-20230714-10:01:38-14200,config,,,warmup-period,1000s,
General-155-20230714-10:01:38-14200,config,,,**.S1.interArrivalTime,exponential(0.28s),
General-155-20230714-10:01:38-14200,config,,,**.S2.interArrivalTime,exponential(0.66s),
General-155-20230714-10:01:38-14200,config,,,**.servente.serviceTime,"uniform(0.22s,0.44s)",
General-155-20230714-10:01:38-14200,config,,,**.servente.serviceTime_2,"uniform(0.2s,0.3s)",
General-155-20230714-10:01:38-14200,config,,,**.first.Threshold,10,
General-155-20230714-10:01:38-14200,config,,,**.second.Threshold,3,
General-155-20230714-10:01:38-14200,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-155-20230714-10:01:38-14200,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-155-20230714-10:01:38-14200,config,,,**.first.capacity,10,
General-155-20230714-10:01:38-14200,config,,,**.second.capacity,-1,
General-157-20230714-10:01:38-14892,runattr,,,configname,General,
General-157-20230714-10:01:38-14892,runattr,,,datetime,20230714-10:01:38,
General-157-20230714-10:01:38-14892,runattr,,,datetimef,20230714-100138,
General-157-20230714-10:01:38-14892,runattr,,,experiment,General,
General-157-20230714-10:01:38-14892,runattr,,,inifile,omnetpp.ini,
General-157-20230714-10:01:38-14892,runattr,,,iterationvars,"$0=0.28, $1=0.66",
General-157-20230714-10:01:38-14892,runattr,,,iterationvarsd,0.28/0.66,
General-157-20230714-10:01:38-14892,runattr,,,iterationvarsf,"0.28,0.66-",
General-157-20230714-10:01:38-14892,runattr,,,measurement,"$0=0.28, $1=0.66",
General-157-20230714-10:01:38-14892,runattr,,,network,Network,
General-157-20230714-10:01:38-14892,runattr,,,processid,14892,
General-157-20230714-10:01:38-14892,runattr,,,repetition,17,
General-157-20230714-10:01:38-14892,runattr,,,replication,#17,
General-157-20230714-10:01:38-14892,runattr,,,resultdir,results,
General-157-20230714-10:01:38-14892,runattr,,,runnumber,157,
General-157-20230714-10:01:38-14892,runattr,,,seedset,157,
General-157-20230714-10:01:38-14892,config,,,sim-time-limit,5000s,
General-157-20230714-10:01:38-14892,config,,,network,Network,
General-157-20230714-10:01:38-14892,config,,,config-recording,all,
General-157-20230714-10:01:38-14892,config,,,repeat,20,
General-157-20230714-10:01:38-14892,config,,,**.scalar-recording,true,
General-157-20230714-10:01:38-14892,config,,,warmup-period,1000s,
General-157-20230714-10:01:38-14892,config,,,**.S1.interArrivalTime,exponential(0.28s),
General-157-20230714-10:01:38-14892,config,,,**.S2.interArrivalTime,exponential(0.66s),
General-157-20230714-10:01:38-14892,config,,,**.servente.serviceTime,"uniform(0.22s,0.44s)",
General-157-20230714-10:01:38-14892,config,,,**.servente.serviceTime_2,"uniform(0.2s,0.3s)",
General-157-20230714-10:01:38-14892,config,,,**.first.Threshold,10,
General-157-20230714-10:01:38-14892,config,,,**.second.Threshold,3,
General-157-20230714-10:01:38-14892,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-157-20230714-10:01:38-14892,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-157-20230714-10:01:38-14892,config,,,**.first.capacity,10,
General-157-20230714-10:01:38-14892,config,,,**.second.capacity,-1,
General-158-20230714-10:01:38-14324,runattr,,,configname,General,
General-158-20230714-10:01:38-14324,runattr,,,datetime,20230714-10:01:38,
General-158-20230714-10:01:38-14324,runattr,,,datetimef,20230714-100138,
General-158-20230714-10:01:38-14324,runattr,,,experiment,General,
General-158-20230714-10:01:38-14324,runattr,,,inifile,omnetpp.ini,
General-158-20230714-10:01:38-14324,runattr,,,iterationvars,"$0=0.28, $1=0.66",
General-158-20230714-10:01:38-14324,runattr,,,iterationvarsd,0.28/0.66,
General-158-20230714-10:01:38-14324,runattr,,,iterationvarsf,"0.28,0.66-",
General-158-20230714-10:01:38-14324,runattr,,,measurement,"$0=0.28, $1=0.66",
General-158-20230714-10:01:38-14324,runattr,,,network,Network,
General-158-20230714-10:01:38-14324,runattr,,,processid,14324,
General-158-20230714-10:01:38-14324,runattr,,,repetition,18,
General-158-20230714-10:01:38-14324,runattr,,,replication,#18,
General-158-20230714-10:01:38-14324,runattr,,,resultdir,results,
General-158-20230714-10:01:38-14324,runattr,,,runnumber,158,
General-158-20230714-10:01:38-14324,runattr,,,seedset,158,
General-158-20230714-10:01:38-14324,config,,,sim-time-limit,5000s,
General-158-20230714-10:01:38-14324,config,,,network,Network,
General-158-20230714-10:01:38-14324,config,,,config-recording,all,
