run,type,module,name,attrname,attrvalue,value
General-75-20230714-10:01:33-10924,runattr,,,configname,General,
General-75-20230714-10:01:33-10924,runattr,,,datetime,20230714-10:01:33,
General-75-20230714-10:01:33-10924,runattr,,,datetimef,20230714-100133,
General-75-20230714-10:01:33-10924,runattr,,,experiment,General,
General-75-20230714-10:01:33-10924,runattr,,,inifile,omnetpp.ini,
General-75-20230714-10:01:33-10924,runattr,,,iterationvars,"$0=0.5, $1=0.66",
General-75-20230714-10:01:33-10924,runattr,,,iterationvarsd,0.5/0.66,
General-75-20230714-10:01:33-10924,runattr,,,iterationvarsf,"0.5,0.66-",
General-75-20230714-10:01:33-10924,runattr,,,measurement,"$0=0.5, $1=0.66",
General-75-20230714-10:01:33-10924,runattr,,,network,Network,
General-75-20230714-10:01:33-10924,runattr,,,processid,10924,
General-75-20230714-10:01:33-10924,runattr,,,repetition,15,
General-75-20230714-10:01:33-10924,runattr,,,replication,#15,
General-75-20230714-10:01:33-10924,runattr,,,resultdir,results,
General-75-20230714-10:01:33-10924,runattr,,,runnumber,75,
General-75-20230714-10:01:33-10924,runattr,,,seedset,75,
General-75-20230714-10:01:33-10924,config,,,sim-time-limit,5000s,
General-75-20230714-10:01:33-10924,config,,,network,Network,
General-75-20230714-10:01:33-10924,config,,,config-recording,all,
General-75-20230714-10:01:33-10924,config,,,repeat,20,
General-75-20230714-10:01:33-10924,config,,,**.scalar-recording,true,
General-75-20230714-10:01:33-10924,config,,,warmup-period,1000s,
General-75-20230714-10:01:33-10924,config,,,**.S1.interArrivalTime,exponential(0.5s),
General-75-20230714-10:01:33-10924,config,,,**.S2.interArrivalTime,exponential(0.66s),
General-75-20230714-10:01:33-10924,config,,,**.servente.serviceTime,"uniform(0.22s,0.44s)",
General-75-20230714-10:01:33-10924,config,,,**.servente.serviceTime_2,"uniform(0.2s,0.3s)",
General-75-20230714-10:01:33-10924,config,,,**.first.Threshold,10,
General-75-20230714-10:01:33-10924,config,,,**.second.Threshold,3,
General-75-20230714-10:01:33-10924,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-75-20230714-10:01:33-10924,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-75-20230714-10:01:33-10924,config,,,**.first.capacity,10,
General-75-20230714-10:01:33-10924,config,,,**.second.capacity,-1,
General-60-20230714-10:01:32-12420,runattr,,,configname,General,
General-60-20230714-10:01:32-12420,runattr,,,datetime,20230714-10:01:32,
General-60-20230714-10:01:32-12420,runattr,,,datetimef,20230714-100132,
General-60-20230714-10:01:32-12420,runattr,,,experiment,General,
General-60-20230714-10:01:32-12420,runattr,,,inifile,omnetpp.ini,
General-60-20230714-10:01:32-12420,runattr,,,iterationvars,"$0=0.5, $1=0.66",
General-60-20230714-10:01:32-12420,runattr,,,iterationvarsd,0.5/0.66,
General-60-20230714-10:01:32-12420,runattr,,,iterationvarsf,"0.5,0.66-",
General-60-20230714-10:01:32-12420,runattr,,,measurement,"$0=0.5, $1=0.66",
General-60-20230714-10:01:32-12420,runattr,,,network,Network,
General-60-20230714-10:01:32-12420,runattr,,,processid,12420,
General-60-20230714-10:01:32-12420,runattr,,,repetition,0,
General-60-20230714-10:01:32-12420,runattr,,,replication,#0,
General-60-20230714-10:01:32-12420,runattr,,,resultdir,results,
General-60-20230714-10:01:32-12420,runattr,,,runnumber,60,
General-60-20230714-10:01:32-12420,runattr,,,seedset,60,
General-60-20230714-10:01:32-12420,config,,,sim-time-limit,5000s,
General-60-20230714-10:01:32-12420,config,,,network,Network,
General-60-20230714-10:01:32-12420,config,,,config-recording,all,
General-60-20230714-10:01:32-12420,config,,,repeat,20,
General-60-20230714-10:01:32-12420,config,,,**.scalar-recording,true,
General-60-20230714-10:01:32-12420,config,,,warmup-period,1000s,
General-60-20230714-10:01:32-12420,config,,,**.S1.interArrivalTime,exponential(0.5s),
General-60-20230714-10:01:32-12420,config,,,**.S2.interArrivalTime,exponential(0.66s),
General-60-20230714-10:01:32-12420,config,,,**.servente.serviceTime,"uniform(0.22s,0.44s)",
General-60-20230714-10:01:32-12420,config,,,**.servente.serviceTime_2,"uniform(0.2s,0.3s)",
General-60-20230714-10:01:32-12420,config,,,**.first.Threshold,10,
General-60-20230714-10:01:32-12420,config,,,**.second.Threshold,3,
General-60-20230714-10:01:32-12420,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-60-20230714-10:01:32-12420,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-60-20230714-10:01:32-12420,config,,,**.first.capacity,10,
General-60-20230714-10:01:32-12420,config,,,**.second.capacity,-1,
General-70-20230714-10:01:32-10120,runattr,,,configname,General,
General-70-20230714-10:01:32-10120,runattr,,,datetime,20230714-10:01:32,
General-70-20230714-10:01:32-10120,runattr,,,datetimef,20230714-100132,
General-70-20230714-10:01:32-10120,runattr,,,experiment,General,
General-70-20230714-10:01:32-10120,runattr,,,inifile,omnetpp.ini,
General-70-20230714-10:01:32-10120,runattr,,,iterationvars,"$0=0.5, $1=0.66",
General-70-20230714-10:01:32-10120,runattr,,,iterationvarsd,0.5/0.66,
General-70-20230714-10:01:32-10120,runattr,,,iterationvarsf,"0.5,0.66-",
General-70-20230714-10:01:32-10120,runattr,,,measurement,"$0=0.5, $1=0.66",
General-70-20230714-10:01:32-10120,runattr,,,network,Network,
General-70-20230714-10:01:32-10120,runattr,,,processid,10120,
General-70-20230714-10:01:32-10120,runattr,,,repetition,10,
General-70-20230714-10:01:32-10120,runattr,,,replication,#10,
General-70-20230714-10:01:32-10120,runattr,,,resultdir,results,
General-70-20230714-10:01:32-10120,runattr,,,runnumber,70,
General-70-20230714-10:01:32-10120,runattr,,,seedset,70,
General-70-20230714-10:01:32-10120,config,,,sim-time-limit,5000s,
General-70-20230714-10:01:32-10120,config,,,network,Network,
General-70-20230714-10:01:32-10120,config,,,config-recording,all,
General-70-20230714-10:01:32-10120,config,,,repeat,20,
General-70-20230714-10:01:32-10120,config,,,**.scalar-recording,true,
General-70-20230714-10:01:32-10120,config,,,warmup-period,1000s,
General-70-20230714-10:01:32-10120,config,,,**.S1.interArrivalTime,exponential(0.5s),
General-70-20230714-10:01:32-10120,config,,,**.S2.interArrivalTime,exponential(0.66s),
General-70-20230714-10:01:32-10120,config,,,**.servente.serviceTime,"uniform(0.22s,0.44s)",
General-70-20230714-10:01:32-10120,config,,,**.servente.serviceTime_2,"uniform(0.2s,0.3s)",
General-70-20230714-10:01:32-10120,config,,,**.first.Threshold,10,
General-70-20230714-10:01:32-10120,config,,,**.second.Threshold,3,
General-70-20230714-10:01:32-10120,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-70-20230714-10:01:32-10120,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-70-20230714-10:01:32-10120,config,,,**.first.capacity,10,
General-70-20230714-10:01:32-10120,config,,,**.second.capacity,-1,
General-61-20230714-10:01:32-4540,runattr,,,configname,General,
General-61-20230714-10:01:32-4540,runattr,,,datetime,20230714-10:01:32,
General-61-20230714-10:01:32-4540,runattr,,,datetimef,20230714-100132,
General-61-20230714-10:01:32-4540,runattr,,,experiment,General,
General-61-20230714-10:01:32-4540,runattr,,,inifile,omnetpp.ini,
General-61-20230714-10:01:32-4540,runattr,,,iterationvars,"$0=0.5, $1=0.66",
General-61-20230714-10:01:32-4540,runattr,,,iterationvarsd,0.5/0.66,
General-61-20230714-10:01:32-4540,runattr,,,iterationvarsf,"0.5,0.66-",
General-61-20230714-10:01:32-4540,runattr,,,measurement,"$0=0.5, $1=0.66",
General-61-20230714-10:01:32-4540,runattr,,,network,Network,
General-61-20230714-10:01:32-4540,runattr,,,processid,4540,
General-61-20230714-10:01:32-4540,runattr,,,repetition,1,
General-61-20230714-10:01:32-4540,runattr,,,replication,#1,
General-61-20230714-10:01:32-4540,runattr,,,resultdir,results,
General-61-20230714-10:01:32-4540,runattr,,,runnumber,61,
General-61-20230714-10:01:32-4540,runattr,,,seedset,61,
General-61-20230714-10:01:32-4540,config,,,sim-time-limit,5000s,
General-61-20230714-10:01:32-4540,config,,,network,Network,
General-61-20230714-10:01:32-4540,config,,,config-recording,all,
General-61-20230714-10:01:32-4540,config,,,repeat,20,
General-61-20230714-10:01:32-4540,config,,,**.scalar-recording,true,
General-61-20230714-10:01:32-4540,config,,,warmup-period,1000s,
General-61-20230714-10:01:32-4540,config,,,**.S1.interArrivalTime,exponential(0.5s),
General-61-20230714-10:01:32-4540,config,,,**.S2.interArrivalTime,exponential(0.66s),
General-61-20230714-10:01:32-4540,config,,,**.servente.serviceTime,"uniform(0.22s,0.44s)",
General-61-20230714-10:01:32-4540,config,,,**.servente.serviceTime_2,"uniform(0.2s,0.3s)",
General-61-20230714-10:01:32-4540,config,,,**.first.Threshold,10,
General-61-20230714-10:01:32-4540,config,,,**.second.Threshold,3,
General-61-20230714-10:01:32-4540,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-61-20230714-10:01:32-4540,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-61-20230714-10:01:32-4540,config,,,**.first.capacity,10,
General-61-20230714-10:01:32-4540,config,,,**.second.capacity,-1,
General-74-20230714-10:01:33-8128,runattr,,,configname,General,
General-74-20230714-10:01:33-8128,runattr,,,datetime,20230714-10:01:33,
General-74-20230714-10:01:33-8128,runattr,,,datetimef,20230714-100133,
General-74-20230714-10:01:33-8128,runattr,,,experiment,General,
General-74-20230714-10:01:33-8128,runattr,,,inifile,omnetpp.ini,
General-74-20230714-10:01:33-8128,runattr,,,iterationvars,"$0=0.5, $1=0.66",
General-74-20230714-10:01:33-8128,runattr,,,iterationvarsd,0.5/0.66,
General-74-20230714-10:01:33-8128,runattr,,,iterationvarsf,"0.5,0.66-",
General-74-20230714-10:01:33-8128,runattr,,,measurement,"$0=0.5, $1=0.66",
General-74-20230714-10:01:33-8128,runattr,,,network,Network,
General-74-20230714-10:01:33-8128,runattr,,,processid,8128,
