run,type,module,name,attrname,attrvalue,value
General-70-20230714-10:08:20-9652,runattr,,,configname,General,
General-70-20230714-10:08:20-9652,runattr,,,datetime,20230714-10:08:20,
General-70-20230714-10:08:20-9652,runattr,,,datetimef,20230714-100820,
General-70-20230714-10:08:20-9652,runattr,,,experiment,General,
General-70-20230714-10:08:20-9652,runattr,,,inifile,omnetpp.ini,
General-70-20230714-10:08:20-9652,runattr,,,iterationvars,"$0=0.5, $1=0.66",
General-70-20230714-10:08:20-9652,runattr,,,iterationvarsd,0.5/0.66,
General-70-20230714-10:08:20-9652,runattr,,,iterationvarsf,"0.5,0.66-",
General-70-20230714-10:08:20-9652,runattr,,,measurement,"$0=0.5, $1=0.66",
General-70-20230714-10:08:20-9652,runattr,,,network,Network,
General-70-20230714-10:08:20-9652,runattr,,,processid,9652,
General-70-20230714-10:08:20-9652,runattr,,,repetition,10,
General-70-20230714-10:08:20-9652,runattr,,,replication,#10,
General-70-20230714-10:08:20-9652,runattr,,,resultdir,results,
General-70-20230714-10:08:20-9652,runattr,,,runnumber,70,
General-70-20230714-10:08:20-9652,runattr,,,seedset,70,
General-70-20230714-10:08:20-9652,config,,,sim-time-limit,5000s,
General-70-20230714-10:08:20-9652,config,,,network,Network,
General-70-20230714-10:08:20-9652,config,,,config-recording,all,
General-70-20230714-10:08:20-9652,config,,,repeat,20,
General-70-20230714-10:08:20-9652,config,,,**.scalar-recording,true,
General-70-20230714-10:08:20-9652,config,,,**.S1.interArrivalTime,exponential(0.5s),
General-70-20230714-10:08:20-9652,config,,,**.S2.interArrivalTime,exponential(0.66s),
General-70-20230714-10:08:20-9652,config,,,**.servente.serviceTime,"uniform(0.22s,0.44s)",
General-70-20230714-10:08:20-9652,config,,,**.servente.serviceTime_2,"uniform(0.2s,0.3s)",
General-70-20230714-10:08:20-9652,config,,,**.first.Threshold,10,
General-70-20230714-10:08:20-9652,config,,,**.second.Threshold,3,
General-70-20230714-10:08:20-9652,config,,,**.servente.switchOverTime,"uniform(0.1s,0.3s)",
General-70-20230714-10:08:20-9652,config,,,**.servente.fetchingAlgorithm,"""threshold""",
General-70-20230714-10:08:20-9652,config,,,**.first.capacity,10,
General-70-20230714-10:08:20-9652,config,,,**.second.capacity,-1,
General-60-20230714-10:08:19-12888,runattr,,,configname,General,
General-60-20230714-10:08:19-12888,runattr,,,datetime,20230714-10:08:19,
General-60-20230714-10:08:19-12888,runattr,,,datetimef,20230714-100819,
